,,DESCENDENCIA EJEMPLAR,,,,,,,
,REGISTRO:,193844,,,,,,,
,NOMBRE:,ONIX (FC),,,,,,,
REGISTRO,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE,
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
3218220,PROFESIA DEL PASO DE LAS AGUILAS,08/03/2013,CASTAÑO,HEMBRA,AVID*840*077*623,GD,P3,2130590
3218410,GITANO DE LA FLORENCIA,25/06/2016,CASTAÑO,MACHO,AVID*844*639*782,GD,P3,2178020
3218490,ESTERLINA DE VILLA KARELY,11/05/2014,CASTAÑO,HEMBRA,AVID*839*041*374,GD,P3,2314210
3218570,TRAVIESA DE MARIA ANDREA,25/06/2016,CASTAÑO,HEMBRA,AVID*844*776*301,GD,P3,2340180
3218680,RAMA SECA DE VILLA NELLY,14/03/2017,MORO,HEMBRA,AVID*845*025*518,GD,P3,2330360
3218870,PRINCESA ONIX DE VILLA ADRIANA,28/07/2013,CASTAÑO,HEMBRA,AVID*094*107*776,GD,P3,1861690
3218890,DIVINA DE VILLA NELLY,27/11/2015,CASTAÑO,HEMBRA,AVID*841*778*839,GD,P3,2330360
3218980,SUPERNOVA DE LAS DELICIAS,14/10/2017,BAYO,HEMBRA,AVID*839*024*891,GD,P3,2434290
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
3219270,ALONDRA DE LOS ANGELES,12/02/2014,CASTAÑO,HEMBRA,AVID*844*774*886,GD,P2,4095100
3219360,ZAFIRO DEL CAIRO,02/05/2017,CASTAÑO,MACHO,AVID*844*881*846,GD,P3,2317160
3219390,BUCANERO DE BUENA VISTA,29/07/2016,CASTAÑO,MACHO,AVID*844*875*352,GD,P3,2339230
3219480,J.P.DE RANCHO J.E.,12/02/2016,CASTAÑO,MACHO,AVID*839*359*794,GD,P3,2596080
3219670,MIL AMORES DE LOS RANCHEROS,10/01/2014,CASTAÑO,MACHO,AVID*600*113*117,GD,P1,497060
3219700,MESSI DE VILLA KARELY,24/01/2017,CASTAÑO,MACHO,AVID*845*022*008,GD,P3,2342070
3220060,PATRIOTA DEL MIRADOR,07/08/2017,BAYO,MACHO,AVID*600*121*775,GD,P3,2793060
3220210,REGIDOR DE PACARAIMA,21/03/2017,CASTAÑO,MACHO,AVID*601*306*581,GD,P3,3156220
3220260,PORTENTOSO DE VALLE DEL INDIO,30/03/2015,CASTAÑO,MACHO,AVID*601*298*591,GD,P3,770720
3220480,ONIX DE LA ARGENTINA,20/10/2016,MORO,MACHO,AVID*600*261*375,GD,P3,2303110
3220520,DIVINA DE 77,09/11/2016,CASTAÑO,HEMBRA,AVID*601*598*619,GD,P3,2558260
3220620,MACARIO DEL REFUGIO,24/04/2015,CASTAÑO,MACHO,AVID*601*599*524,GD,P1,2311800
3220910,EVANO DE SANTA ROSA,20/03/2016,CASTAÑO,MACHO,AVID*601*597*774,GD,P3,3202760
3220940,MERLIN DEL MIRADOR,22/04/2017,CASTAÑO,MACHO,AVID*601*588*335,GD,P3,2325920
3220950,POLICROMIA DE LA BONITA,18/09/2015,CASTAÑO,HEMBRA,AVID*601*603*305,GD,P2,2422330
3221020,CRISTINA II DE RANCHO MI TENAMPA,17/08/2017,CASTAÑO,HEMBRA,AVID*601*595*800,GD,P3,2343340
3221110,BENDECIDO DE MARIA JOSE,27/01/2017,CASTAÑO,MACHO,AVID*601*591*374,GD,P3,2020310
3221120,MONUMENTAL DE VILLA RAQUEL,28/06/2015,CASTAÑO,MACHO,AVID*601*584*333,GD,P3,3006710
3221610,TOPKAPI DE RANCHO TURIN,12/02/2017,CASTAÑO,MACHO,AVID*601*623*104,GD,P3,2343690
3221660,LUZ DE LUNA DE CARPALI,13/08/2015,CASTAÑO,HEMBRA,AVID*844*778*578,GD,P3,2328160
3221680,THOR TORNADO DE DOS POTRILLOS,02/06/2017,CASTAÑO,MACHO,AVID*601*621*094,GD,P3,2555670
3221970,PROFESIA DE FINCA SAN JORGE,30/07/2017,CASTAÑO,HEMBRA,AVID*601*593*789,GD,P3,147160
3222630,ORION DE SAN JERONIMO,24/12/2017,CASTAÑO,MACHO,AVID*601*595*886,GD,P3,2626370
3222670,TANGO DE LA PILARICA,26/06/2018,ZAINO,MACHO,AVID*601*605*066,GD,P3,2148470
3222860,TESORO DE LA CABAÑA,29/05/2018,CASTAÑO,MACHO,AVID*601*621*544,GD,P3,2320610
3222870,DURANGO DE LA CABAÑA,30/10/2017,MORO,MACHO,AVID*601*625*781,GD,P3,2362120
3222890,INTOCABLE DE TRIUNFOLANDIA,10/07/2017,CASTAÑO,MACHO,AVID*601*601*823,GD,P3,2343080
3222900,PILARIKA DE CHAPALA,05/01/2017,CASTAÑO,HEMBRA,AVID*601*602*526,GD,P3,2570550
3223020,AMATISTA DE LA CABAÑA,20/12/2016,CASTAÑO,HEMBRA,AVID*601*603*890,GD,P3,2334690
3223480,ATILA DE YERBABONITA,15/06/2018,CASTAÑO,HEMBRA,AVID*601*589*620,GD,P3,1268800
3223490,SINFONIA DE TRIUNFOLANDIA,18/05/2018,CASTAÑO,HEMBRA,AVID*601*596*512,GD,P3,2343080
3223520,ANDROMEDA DE LOS HIGUERONES,06/04/2015,CASTAÑO,HEMBRA,AVID*601*310*269,GD,P3,3203650
3223600,TECKXANA DEL RANCHO,09/05/2017,CASTAÑO,HEMBRA,AVID*601*615*111,GD,P3,2372240
3223670,ORGULLOSO DE RANCHO LA MARIA,31/10/2016,CASTAÑO,MACHO,AVID*601*590*064,GD,P3,2341580
3224880,SANTY DE 2F,18/01/2018,CASTAÑO,MACHO,AVID*601*590*000,GD,P3,3003110
3225170,CONQUISTADOR DE RANCHO LUNA,12/07/2018,CASTAÑO,MACHO,AVID*601*588*000,GD,P3,2179110
3225180,MARIA CANDELA DE LOS DOS DIAMANTES,15/05/2018,CASTAÑO,HEMBRA,AVID*601*582*554,GD,P3,3032310
3225240,GOLD DE J.L.,20/05/2018,CASTAÑO,MACHO,AVID*603*337*370,GD,P3,2310170
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
3225460,FLORECITA DE CAROLINA DE LOS MELLOS,15/04/2018,CASTAÑO,HEMBRA,AVID*601*622*271,GD,P3,2032620
3225470,NATALIA DE RANCHO LUNA,11/06/2018,CASTAÑO,HEMBRA,AVID*601*582*265,GD,P3,3002290
3225480,ONIXITO DE YARUMALITO,24/05/2017,CASTAÑO,MACHO,AVID*601*593*616,GD,P3,3029190
3225590,ANABOLENA DE VILLA SARA,18/07/2016,BAYO,HEMBRA,AVID*845*029*377,GD,P3,3202200
3225600,DON QUIJOTE DE LA PALMA,29/06/2017,CASTAÑO,MACHO,AVID*603*334*634,GD,P3,3208660
3225930,GUADALUPANA DE VILLA NELLY,11/03/2019,CASTAÑO,HEMBRA,978101081918042,GD,P3,2333150
3225940,CAPIBARA DE VILLA NELLY,20/03/2019,CASTAÑO,HEMBRA,978101081924219,GD,P3,2328310
3226340,BENJAMIN DE POTRILLOS,12/10/2017,ALAZAN,MACHO,978101082447328,GD,P3,2592370
3226460,DULCE MELODIA DE J.M.,30/07/2018,CASTAÑO,HEMBRA,978101082449806,GD,P3,2395660
3226980,DULCE MARAVILLA DE AEOG,04/06/2014,MORO,HEMBRA,AVID*029*539*869,GD,P3,3221430
3226990,FLORENCIA DE GRAN DINASTIA,23/08/2017,CASTAÑO,HEMBRA,AVID*600*119*317,GD,P3,3200100
3227190,MADRE SELVA DEL PORTAL DEL PASO,28/02/2018,CASTAÑO,HEMBRA,AVID*601*619*621,GD,P3,2870600
3227260,VELERO DE CANTA RANA,18/04/2018,CASTAÑO,MACHO,AVID*601*597*612,GD,P3,3224640
3227390,EDECAN DE GRAN DINASTIA,04/01/2014,CASTAÑO,MACHO,AVID*020*107*789,GD,P3,2339350
3250630,LEYENDA DE BELLAVISTA,25/03/2013,CASTAÑO,HEMBRA,AVID*020*265*101,GD,P3,893330
3251410,PETRUSKA DE PES. MI CASITA,26/12/2013,CASTAÑO,HEMBRA,AVID*039*880*804,GD,P2,1846030
3251440,MANUELA DE LAS ROJAS,07/04/2013,CASTAÑO,HEMBRA,AVID*040*000*570,GD,P3,2327710
3251580,MAFALDA DEL ENCANTO,09/05/2015,CASTAÑO,HEMBRA,AVID*029*543*852,GD,P3,894320
3252020,ODIN DE PUERTA ROJA,12/04/2015,CASTAÑO,MACHO,AVID*836*613*824,GD,P3,893650
3252570,ALABAMA DE LA FORTUNA,15/08/2015,CASTAÑO,HEMBRA,AVID*845*041*603,GD,P3,898430
3252670,DIAFANO DEL ORIENTE,26/03/2015,CASTAÑO,MACHO,AVID*839*021*795,GD,P3,887210
3252840,L.M. ZAFIRO,09/04/2015,CASTAÑO,MACHO,AVID*839*026*633,GD,P3,2146380
3252950,SILUETA DE LAS GUADUAS,01/04/2016,CASTAÑO,HEMBRA,AVID*840*055*338,GD,P3,890330
3252990,UTOPIA DE LA HORTENCIA,01/06/2016,CASTAÑO,HEMBRA,AVID*840*058*117,GD,P2,1629830
3253070,LUNATICO DE LA PEÑA,06/03/2015,MORO,MACHO,AVID*839*831*522,GD,P3,838260
3253530,LINDA DE LA BONANZA,05/11/2013,CASTAÑO,HEMBRA,AVID*040*013*831,GD,P3,2944600
3253720,PRIMERA DAMA DE GALICIA,08/07/2016,CASTAÑO,HEMBRA,AVID*842*024*375,GD,P3,890960
3254220,ODEON DE GUACHUCAL,10/03/2016,CASTAÑO,MACHO,AVID*844*635*832,GD,P3,2572720
3254470,BELLA DE SAN PABLO,13/05/2017,CASTAÑO,HEMBRA,AVID*844*881*282,GD,P3,897380
3254490,DAKOTA DE CUERNAVACA,20/06/2015,CASTAÑO,HEMBRA,AVID*844*883*527,GD,P2,1447540
3254540,JOYA DE MI CAPRICHO,14/05/2017,CASTAÑO,HEMBRA,AVID*844*878*578,GD,P3,3003100
3254750,BONARDA DEL ENCANTO,15/10/2017,NARANJUELOHEMBRA,,AVID*845*030*122,GD,P3,894320
3254780,L.M. FORTUNATA,21/09/2017,CASTAÑO,HEMBRA,AVID*844*876*839,GD,P3,898760
3255360,ZAFIRO DE SAN CAYETANO,28/05/2016,ZAINO,MACHO,AVID*601*594*590,GD,P3,887730
3255830,CRONOS DE L.M.,25/05/2015,CASTAÑO,MACHO,AVID*602*054*351,GD,P2,2137950
3255910,BECKY DE H.J.,16/05/2017,NARANJUELOHEMBRA,,AVID*844*878*855,GD,P2,2771220
3255970,ZAFIRO DE PORTEFINO,30/04/2017,CASTAÑO,MACHO,AVID*601*373*059,GD,P3,2778320
3256150,L.J. DUQUE DE PACEÑITA,20/01/2016,CASTAÑO,MACHO,AVID*601*375*300,GD,P3,2545590
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
3256430,MACALLAN DE LA PAZ,25/11/2018,CASTAÑO,MACHO,AVID*844*773*068,GD,P3,2568270
3256450,MESTIZO DE AGROPECUARIA SAN PEDRO,11/05/2016,CASTAÑO,MACHO,AVID*602*060*588,GD,P3,2426810
3256550,JC VIAJERO DE LA PRIMAVERA,23/06/2016,CASTAÑO,MACHO,AVID*601*363*823,GD,P3,844300
3257250,DUQUESA DE LA FANTASIA,04/04/2018,CASTAÑO,HEMBRA,978101081933806,GD,P3,896850
3257370,DON MANOLO DE CATALUÑA,13/07/2017,CASTAÑO,MACHO,AVID*601*365*360,GD,P3,2719460
3257460,ZAFIRO DE LA FANTASIA,29/01/2018,MORO,MACHO,978101081932975,GD,P3,895000
3257510,INTENSO CAPRICHO DEL RECUERDO,17/02/2017,CASTAÑO,MACHO,978101081929228,GD,P3,896570
3257820,MAMBRU,05/04/2017,CASTAÑO,MACHO,978101081919262,GA,P3,898830
3257980,ESMERALDA DE LA GLORIA,14/03/2019,CASTAÑO,HEMBRA,978101082145628,GD,P3,2792580
3258230,INDIA DE FLORENCIA,21/04/2016,CASTAÑO,HEMBRA,978101082145156,GD,P3,2137950
3258260,TIMBALERA DE LA PRIMAVERA,23/07/2017,CASTAÑO,HEMBRA,978101082013843,GD,P3,834190
3258290,DON ALEJANDRO DE MIS BOHIOS,17/04/2015,CASTAÑO,MACHO,978101082145501,GD,P3,895120
3258430,CUARTETERA DEL ENCANTO,23/12/2018,CASTAÑO,HEMBRA,978101082716960,GD,P3,894320
3300150,TROBADOR DE LOS PINOS SB,03/10/2013,CASTAÑO,MACHO,AVID*039*586*832,GD,P3,2140140
3300400,ROMANTICO DE PORTEFINO LM,15/11/2012,CASTAÑO,MACHO,AVID*040*846*020,GD,P3,2766110
3301190,RENEGADO DE LA MAESTRANZA,18/08/2014,CASTAÑO,MACHO,AVID*040*041*788,GD,P3,2524920
3301660,DIVINA DE ARRECIFE,28/09/2015,CASTAÑO,HEMBRA,AVID*041*020*009,GD,P3,2095730
3301820,PATRIARCA II DE 2M,08/05/2015,CASTAÑO,MACHO,AVID*836*600*829,GD,P3,1571960
3302110,MARQUEZ DE PIEDRAS NEGRAS,09/10/2014,CASTAÑO,MACHO,AVID*836*591*291,GD,P3,2033970
3302450,DOROTY DE AGUA BLANCA,27/04/2015,CASTAÑO,HEMBRA,AVID*836*603*870,GD,P3,2162250
3302550,NOBLEZA DE MARIA ISABELLA,19/08/2014,NARANJUELOHEMBRA,,AVID*836*613*545,GD,P3,2509430
3302670,MARQUEZ DE VILLA NORMA,20/10/2015,CASTAÑO,MACHO,AVID*836*602*257,GD,P3,2560630
3302680,SORTIJA DE VILLA NORMA,26/11/2015,CASTAÑO,HEMBRA,AVID*041*018*777,GD,P3,4092120
3302910,PRINCIPE DE SANTA MARIA DE CEYMA,04/07/2015,MORO,MACHO,AVID*839*032*127,GD,P3,2508490
3303000,KAZUMA DE MACADAMIA,15/10/2015,CASTAÑO,MACHO,AVID*836*620*838,GD,P3,149320
3303060,URSULA DEL CHIMAN,05/01/2015,ZAINO,HEMBRA,AVID*039*602*377,GD,P3,1676500
3303790,PRESUMIDA DEL POPORO,25/04/2015,CASTAÑO,HEMBRA,AVID*839*816*800,GD,P3,2555720
3303880,TABÚ DE CAÑAVERAL,10/09/2012,CASTAÑO,MACHO,AVID*839*029*072,GD,P3,2052340
3304100,EPSILON CARINAE DE MONTERREY,01/03/2016,MORO,MACHO,AVID*040*814*047,GD,P3,2357710
3304150,LUNA DE MIEL DE LAS PALMAS,06/03/2013,CASTAÑO,HEMBRA,AVID*040*841*372,GD,P3,2553290
3304370,MIS COLOMBIA DE LA PRIMAVERA,15/05/2015,CASTAÑO,HEMBRA,AVID*041*636*073,GD,P3,2532380
3305160,TRILLADORA DE NORMANDIA,15/06/2012,CASTAÑO,HEMBRA,AVID*839*823*568,GD,P3,2301830
3305230,MENSAJERA DE LA AHUMADA,10/04/2016,CASTAÑO,HEMBRA,AVID*839*823*021,GD,P3,2753040
3305580,CALAMARI DE SAN CARLOS,30/04/2015,CASTAÑO,HEMBRA,AVID*840*054*294,GD,P3,2540180
3305590,ORION DE LOS COMPADRES,02/06/2014,CASTAÑO,MACHO,AVID*840*073*592,GD,P3,4088340
3305620,ATILA DEL PARAISO,06/03/2016,CASTAÑO,MACHO,AVID*840*074*516,GD,P3,2539050
3305730,ENCANTADORA DE LOS YARUMOS,30/11/2015,CASTAÑO,HEMBRA,AVID*839*835*084,GD,P3,2054580
3305780,HECHICERA DE SOMBRA LARGA 040*259*091,31/10/2013,CASTAÑO,HEMBRA,AVID*839*843*080,GD,P3,2523720
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
3305800,POPAYAN DE SOMBRA LARGA,02/05/2016,ZAINO,HEMBRA,AVID*839*843*042,GD,P3,2523720
3305880,EMANNUEL DE GINEBRA,10/11/2014,CASTAÑO,MACHO,AVID*041*065*782,GD,P3,2453720
3306020,MALINCHE DE LA VIRGINIA,10/06/2014,CASTAÑO,HEMBRA,AVID*021*592*059,GD,P3,2165260
3306040,INQUIETUD DE CHICAMOCHA,10/01/2016,CASTAÑO,HEMBRA,AVID*839*842*628,GD,P3,2500190
3306510,ILUSIÓN DE AMARANTA DE AGUA BUENA,01/04/2015,CASTAÑO,HEMBRA,AVID*839*830*834,GD,P3,2553310
3306520,TEQUILERA DE LA PROVIDENCIA,18/03/2016,CASTAÑO,HEMBRA,AVID*840*068*296,GD,P3,1666020
3306530,SIETE MARES DE LA QUERENCIA,18/02/2014,CASTAÑO,MACHO,AVID*839*260*123,GD,P2,2549580
3306540,GRACIA DE GRAN DINASTIA AVID*020*268*303,21/09/2013,CASTAÑO,HEMBRA,AVID*020*270*294,GD,P3,2328450
3306570,SOFIA VERGARA DE SAN GABRIELLE,08/08/2015,CASTAÑO,HEMBRA,AVID*839*339*344,GD,P3,391880
3306590,DON R DEL ENCANTO,28/05/2015,CASTAÑO,MACHO,AVID*839*365*629,GD,P3,2462350
3306640,GRINGA DE RANCHO LA MARGARITA,05/03/2016,BAYO,HEMBRA,AVID*839*331*777,GD,P3,3015190
3306650,TURBO DE J.R.,15/04/2015,CASTAÑO,MACHO,AVID*839*367*023,GD,P3,1683840
3306660,MAGICO DE J.R.,08/03/2015,CASTAÑO,MACHO,AVID*839*337*378,GD,P3,1683830
3306690,AMATISTA DE LA MAESTRANZA,28/12/2015,ZAINO,HEMBRA,AVID*840*070*630,GD,P3,2548630
3306700,ZARINA DE LA MAESTRANZA,17/12/2015,ZAINO,HEMBRA,AVID*840*074*588,GD,P3,2548630
3307190,CUARZO DE SANTA ANA,26/06/2015,CASTAÑO,MACHO,AVID*839*355*605,GD,P3,2546640
3307290,MARAJÁ DE LA JAZMINIA JDG,07/08/2014,ZAINO,MACHO,AVID*839*017*295,GD,P3,2522140
3307450,PRISIONERA DE SANTA ANA T.E.,02/11/2016,CASTAÑO,HEMBRA,AVID*839*356*831,GD,P3,1508070
3307460,PIQUIÑA DE SANTA ANA,20/02/2016,CASTAÑO,HEMBRA,AVID*839*354*580,GD,P3,2384630
3307710,CABALLERO DE SAN ELIAS,15/08/2016,CASTAÑO,MACHO,AVID*841*785*376,GD,P3,2398950
3308180,QUINTO ELEMENTO DE LA ESPERANZA,07/08/2013,ZAINO,MACHO,AVID*040*523*524,GD,P3,1596330
3308370,AMOR ETERNO DE ATRAPASUEÑOS,02/02/2016,CASTAÑO,MACHO,AVID*841*774*275,GD,P3,2391630
3308720,DELIRIO DE YERBABUENA,03/04/2016,CASTAÑO,HEMBRA,AVID*841*787*582,GD,P3,2368840
3308910,SUCESOR DE LA PERLA,11/12/2014,CASTAÑO,MACHO,AVID*841*780*009,GD,P3,2329060
3309420,AGATA DE PUENTE PELAEZ,01/05/2016,CASTAÑO,HEMBRA,AVID*842*022*062,GD,P3,2087680
3309470,PALO DE ROSA DE SANTELMO DE LA J,22/07/2015,CASTAÑO,HEMBRA,AVID*841*796*582,GD,P3,2908250
3309770,IMPONENTE DE SANTA CRUZ,04/06/2014,CASTAÑO,MACHO,AVID*844*631*572,GD,P3,2387980
3309880,FRIDA DE POMPEYA,08/11/2016,CASTAÑO,HEMBRA,AVID*844*769*878,GD,P3,2570610
3309980,DOSISS DE SANTA MARIA,01/07/2013,CASTAÑO,MACHO,AVID*010*518*633,GD,P1,763580
3310010,HECHICERA DE VILLA MARIANA,25/01/2016,CASTAÑO,HEMBRA,AVID*844*775*368,GD,P3,2373370
3310080,ARTILLERO DE LA DINASTIA DEL PUENTE,21/08/2014,CASTAÑO,MACHO,AVID*844*774*103,GD,P2,1381270
3310310,QUARZO DE LA Z,05/06/2016,CASTAÑO,MACHO,AVID*844*634*889,GD,P3,4070200
3310720,PROMESA DE GUADALUPE,23/03/2014,CASTAÑO,HEMBRA,AVID*839*356*885,GD,P3,1121420
3311320,CRISTALINA DE LOS ANDES,12/08/2016,BAYO,HEMBRA,AVID*845*021*109,GD,P3,494290
3311480,PERSEO DE LA MORITA,07/04/2017,CASTAÑO,MACHO,AVID*845*034*357,GD,P3,2329010
3311530,CAMELIA DE CUERNAVACA,01/08/2016,CASTAÑO,HEMBRA,AVID*845*032*593,GD,P3,2058250
3311930,CATEDRÁTICA DE LA SIERRA,07/05/2017,CASTAÑO,HEMBRA,AVID*845*047*847,GD,P3,2316160
3311970,PANDORA DE PORTEFINO,12/01/2014,CASTAÑO,HEMBRA,AVID*844*877*571,GD,P3,2031250
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
3312070,ORIÓN DE RANCHO LAS ESTRELLAS,21/02/2016,CASTAÑO,MACHO,AVID*844*882*111,GD,P3,2556390
3312090,VICTORIA DEL MIRADOR,29/12/2014,CASTAÑO,HEMBRA,AVID*845*023*306,GD,P3,2387280
3312190,HECHICERA DEL POPORO,14/05/2017,CASTAÑO,HEMBRA,AVID*844*878*104,GD,P3,2593900
3312270,CERTEZA DE LA PROVINCIA,16/06/2017,CASTAÑO,HEMBRA,AVID*600*127*101,GD,P3,2363630
3312360,GRAN PODER DE MOLINOS DE VIENTO,09/06/2015,CASTAÑO,MACHO,AVID*839*830*266,GD,P3,2190420
3312420,AGATA DE MAR DE PLATA,11/05/2014,CASTAÑO,HEMBRA,AVID*840*041*789,GD,P1,622400
3312560,CACICAZGO DE LA FORTUNA,10/05/2017,CASTAÑO,MACHO,AVID*600*324*381,GD,P3,2538730
3312580,HECHICERA DE SANTA ANA T.E.,02/12/2016,ZAINO,HEMBRA,AVID*839*337*531,GD,P3,1508070
3312630,MARAVILLA DE DOS J,10/02/2015,CASTAÑO,HEMBRA,AVID*601*305*526,GD,P3,887720
3312830,GUADALUPE DE LA MAESTRANZA,03/01/2017,CASTAÑO,HEMBRA,AVID*840*062*787,GD,P3,2528240
3312860,PONCHARELO DE ZORRILLOS J.H.,08/06/2017,CASTAÑO,MACHO,AVID*601*303*628,GD,P1,2520410
3312920,DULCE MARIA DE VILLA CONCHA,12/12/2014,CASTAÑO,HEMBRA,AVID*041*574*557,GD,P3,2614360
3312940,NOVEDOSA DE SAN JOSE,17/04/2015,MORO,HEMBRA,AVID*841*381*796,GD,P3,2303200
3313320,CAÑONERO DE LA SOBERANA,01/12/2013,BAYO,MACHO,AVID*844*888*548,GD,P3,2337080
3313930,VEDETTE DE SAN CARLOS,08/05/2016,CASTAÑO,HEMBRA,AVID*601*300*866,GD,P3,2553790
3313960,VELETA DE SAN CARLOS,27/09/2015,CASTAÑO,HEMBRA,AVID*601*305*057,GD,P3,2551950
3314250,ODISEA DE LA DIFERENCIA,29/03/2017,CASTAÑO,HEMBRA,AVID*601*593*865,GD,P3,2329300
3314270,ANDROMEDA DE VILLA CONCHA,12/12/2015,CASTAÑO,HEMBRA,AVID*601*599*376,GD,P2,1938390
3314280,KEROS DE MARABELES,19/07/2016,CASTAÑO,MACHO,AVID*601*290*867,GD,P3,2154650
3314360,ILUSIÓN DE SAN FELIPE DE LA CRUZ,02/08/2017,CASTAÑO,HEMBRA,AVID*601*297*044,GD,P3,2551970
3314540,OPAL DE LA AURORA,19/09/2014,NARANJUELOMACHO,,AVID*842*025*340,GD,P3,139520
3314810,CONSENTIDA DE SAN ISIDRO,30/05/2014,CASTAÑO,HEMBRA,AVID*040*846*256,GD,P3,4042790
3314910,DILUVIO DE MONTESA,20/05/2015,CASTAÑO,MACHO,AVID*601*586*591,GD,P3,2550130
3315220,REINA DE LA SIERRA,15/01/2017,CASTAÑO,HEMBRA,AVID*601*582*117,GD,P3,1680600
3315360,TROYANA DE LA FLORENCIA,13/01/2016,CASTAÑO,HEMBRA,AVID*842*024*870,GD,P3,3026080
3315370,REINA DE LA FLORENCIA,14/09/2015,CASTAÑO,HEMBRA,AVID*842*027*015,GD,P3,498590
3315700,LAPUNTO 50 DE SAN MIGUEL,15/03/2016,CASTAÑO,HEMBRA,AVID*601*592*633,GD,P3,2925050
3315870,APOLONIA DEL FRAILE,29/03/2017,BAYO,HEMBRA,AVID*601*551*613,GD,P3,1324600
3315900,FLOR DE AGROBETANIA S.A.,08/02/2017,CASTAÑO,HEMBRA,AVID*601*599*600,GD,P3,1678420
3316660,BABILONIA DE LA LIBERTAD,22/05/2015,CASTAÑO,HEMBRA,AVID*601*597*866,GD,P3,2702440
3316690,ARA BELLA DEL PLACER,22/10/2015,CASTAÑO,HEMBRA,AVID*050*624*125,GD,P3,2858260
3316720,DISPARATE DE TRES LOMAS,15/10/2016,CASTAÑO,MACHO,AVID*601*601*008,GD,P3,1120800
3316860,RULETA DE MARIA ANTONIA,03/04/2014,CASTAÑO,HEMBRA,AVID*601*547*558,GD,P3,2524520
3316910,BENDITO DE LA PALMA,09/08/2015,CASTAÑO,MACHO,AVID*601*293*322,GD,P1,2475470
3317030,JADE DE LA MAESTRANZA,29/04/2018,CASTAÑO,MACHO,AVID*601*594*579,GD,P3,2548650
3317260,ULISES DE MONTESA,09/12/2015,CASTAÑO,MACHO,AVID*601*595*370,GD,P3,4078800
3317700,GENESIS DE FUERTE LAGUNITA,10/05/2018,CASTAÑO,HEMBRA,AVID*601*612*603,GD,P3,623450
3317790,GUADALUPANA DE LUXO CAUJARAL,08/05/2017,CASTAÑO,HEMBRA,AVID*841*809*781,GD,P3,2193050
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
3318100,PAPETO DE LA PAZ,28/04/2018,CASTAÑO,MACHO,AVID*601*587*358,GD,P3,2568270
3318160,BENDECIDA DEL FRAILE,20/01/2018,BAYO,HEMBRA,AVID*601*545*794,GD,P3,1327920
3318190,MIS MUNDO DE LA PAZ,03/08/2018,ZAINO,HEMBRA,AVID*601*592*002,GD,P3,2535990
3318370,SILUETA ESTELAR DE LA SOMBRA,15/06/2018,CASTAÑO,HEMBRA,AVID*601*607*858,GD,P3,1691300
3318830,CAPRICHO DEL CEREZO,09/09/2018,CASTAÑO,MACHO,AVID*601*616*848,GA,P3,3300010
3318920,CUBILETE DE JM,15/07/2017,CASTAÑO,MACHO,AVID*601*552*343,GD,P3,2605610
3319170,MILAGROSA DE RANCHO LA MARGARITA,05/11/2017,CASTAÑO,HEMBRA,AVID*603*339*835,GD,P3,2440540
3319260,REDENTOR DEL MANANTIAL,23/09/2017,CASTAÑO,MACHO,AVID*601*584*614,GD,P3,2395840
3319450,COSTEÑA DEL SACRAMENTO,14/07/2017,CASTAÑO,HEMBRA,AVID*601*571*006,GD,P3,631770
3319730,LA CHAVA DE PIEDRA MIRANDA,12/09/2014,BAYO,HEMBRA,AVID*040*847*360,GD,P3,2543700
3319770,CUMPLEAÑERO DE LOS ARBOLITOS,09/04/2018,CASTAÑO,MACHO,AVID*603*346*527,GD,P3,2527780
3319850,CONQUISTADOR DE PUEBLO VIEJO,27/02/2017,CASTAÑO,MACHO,AVID*601*623*548,GD,P3,3006980
3319890,LEYENDA DE JUAN ANDRES,05/06/2016,CASTAÑO,HEMBRA,AVID*601*605*009,GD,P3,4084080
3320080,AMAPOLA DEL MEDALLON,02/04/2014,CASTAÑO,HEMBRA,AVID*601*618*550,GD,P3,2084270
3320110,ILUSIÓN DE APOSENTOS,21/01/2016,CASTAÑO,HEMBRA,AVID*603*330*811,GD,P3,2108220
3320170,CELOSA DE LA MARQUESA MEXICO DF (AVID*842*016*060)20/05/2016,,CASTAÑO,HEMBRA,AVID*839*845*833,GD,P3,2603760
3320210,ETERNA MARAVILLA DE LA MARQUEZA,28/08/2016,CASTAÑO,HEMBRA,AVID*840*041*331,GD,P3,1391710
